7.4	0.7	0	1.9	0.076	11	34	0.9978	3.51	0.56	9.4	0.2753208809	0.2289574338	0.008728682789	0.1433075642	0.6189096608	0.4181538939	0.08228867663	0.2353814989	0.2903465812	0.5366852844	0.5040841506	0.2784804933	0.3041404632	0.4583154202	0.08600208552	0.6146790136	0.4581199656	0.2353814989	0.2903465812	0.5366852844	5
7.8	0.88	0	2.6	0.098	25	67	0.9968	3.2	0.68	9.8	0.3688445801	0.7381358479	0.9847587617	0.1447448536	0.5809738397	0.07720096999	0.589609526	0.9341568224	0.4211022497	0.7601037177	0.9280239381	0.7098680515	0.07141073269	0.8818969104	0.9800276595	0.2659896326	0.6611138592	0.9341568224	0.4211022497	0.7601037177	5
7.8	0.76	0.04	2.3	0.092	15	54	0.997	3.26	0.65	9.8	0.235594724	0.5978540742	0.8489083758	0.2047178534	0.5488604447	0.179772024	0.2707038349	0.4347042435	0.1198775881	0.7631396868	0.7234700454	0.2313640916	0.6371035067	0.287846427	0.9126664756	0.5577532606	0.7253440204	0.4347042435	0.1198775881	0.7631396868	5
11.2	0.28	0.56	1.9	0.075	17	60	0.998	3.16	0.58	9.8	0.1983755571	0.8289288243	0.06910188026	0.5624624087	0.5247647261	0.917380663	0.3926244474	0.7665544162	0.1074720637	0.7539591062	0.4704275851	0.908474127	0.301448391	0.0754864364	0.5684886377	0.2217398328	0.3999457811	0.7665544162	0.1074720637	0.7539591062	6
7.4	0.7	0	1.9	0.076	11	34	0.9978	3.51	0.56	9.4	0.3263877003	0.9686078835	0.9074551257	0.5355001032	0.7481831743	0.4062264413	0.3550469535	0.7825252234	0.8114991871	0.5675219873	0.6785695207	0.040828856	0.7020970518	0.9742162261	0.6100212783	0.195840591	0.5520084105	0.7825252234	0.8114991871	0.5675219873	5
7.4	0.66	0	1.8	0.075	13	40	0.9978	3.51	0.56	9.4	0.7008816653	0.4049140018	0.03295899418	0.5440779694	0.07967501991	0.001723781593	0.08782931736	0.6529503846	0.280995377	0.971037235	0.9052128829	0.3985734262	0.3880074014	0.7470418079	0.1529282249	0.3963262247	0.4842889145	0.6529503846	0.280995377	0.971037235	5
7.9	0.6	0.06	1.6	0.069	15	59	0.9964	3.3	0.46	9.4	0.3648682375	0.1728461107	0.531880532	0.453425644	0.6077124259	0.2506492483	0.7894712278	0.07689017209	0.96822402	0.8439706709	0.1027369485	0.03468424444	0.2445006839	0.8754122931	0.9661327641	0.624176031	0.1175365892	0.07689017209	0.96822402	0.8439706709	5
7.3	0.65	0	1.2	0.065	15	21	0.9946	3.39	0.47	10	0.7859414232	0.9376081353	0.8417071044	0.4842855997	0.8743932769	0.1603552649	0.5218979461	0.7408767592	0.2367455772	0.03245057173	0.8683533426	0.2581026778	0.9436343494	0.6128096071	0.9537272695	0.3566000678	0.7763460973	0.7408767592	0.2367455772	0.03245057173	7
7.8	0.58	0.02	2	0.073	9	18	0.9968	3.36	0.57	9.5	0.2251141432	0.004527050219	0.4978875936	0.6134644855	0.8070321079	0.317792756	0.9454794214	0.7742450045	0.4355131855	0.06335655072	0.2956098054	0.4895357549	0.7022188111	0.7118004676	0.4276887408	0.3193809009	0.8007162011	0.7742450045	0.4355131855	0.06335655072	7
7.5	0.5	0.36	6.1	0.071	17	102	0.9978	3.35	0.8	10.5	0.6483372914	0.2705403327	0.1622324928	0.9362705084	0.3313947349	0.4597367779	0.4828884582	0.775682279	0.07692527026	0.8591149618	0.930480286	0.0647008552	0.4847624481	0.04078403845	0.816839777	0.4473930441	0.2304809684	0.775682279	0.07692527026	0.8591149618	5
